name,iata_code,iso_country,iso_region,municipality,type,scheduled_service,latitude_deg,longitude_deg
Utirik Airport,UTK,MH,MH-UTI,Utirik Island,small_airport,yes,11.222219,169.851429
Ocean Reef Club Airport,OCA,US,US-FL,Key Largo,medium_airport,no,25.325399,-80.274803
Crested Butte Airpark,CSE,US,US-CO,Crested Butte,small_airport,no,38.851918,-106.928341
Columbus Airport,CUS,US,US-NM,Columbus,small_airport,no,31.823898,-107.629924
LBJ Ranch Airport,JCY,US,US-TX,Stonewall,small_airport,no,30.251801,-98.622498
Loring Seaplane Base,WLR,US,US-AK,Loring,seaplane_base,no,55.601299,-131.636993
Nunapitchuk Airport,NUP,US,US-AK,Nunapitchuk,small_airport,yes,60.905591,-162.440454
Port Alice Seaplane Base,PTC,US,US-AK,Port Alice,seaplane_base,no,55.803,-133.597
Icy Bay Airport,ICY,US,US-AK,Icy Bay,small_airport,no,59.966269,-141.660118
Port Protection Seaplane Base,PPV,US,US-AK,Port Protection,seaplane_base,yes,56.3288,-133.610001
Kalakaket Creek AS Airport,KKK,US,US-AK,Kalakaket Creek,small_airport,no,64.4166256967,-156.820392609
Dunsmuir Muni-Mott Airport,MHS,US,US-CA,Dunsmuir,small_airport,no,41.263199,-122.272003
Chase Field Industrial Airport,NIR,US,US-TX,Beeville,small_airport,no,28.362444,-97.661917
Grand Canyon Bar Ten Airstrip,GCT,US,US-AZ,Littlefield,small_airport,no,36.257984,-113.231063
Ellamar Seaplane Base,ELW,US,US-AK,Ellamar,seaplane_base,no,60.893818,-146.704038
Lime Village Airport,LVD,US,US-AK,Lime Village,small_airport,no,61.3591003418,-155.440002441
Hog River Airport,HGZ,US,US-AK,Hogatza,small_airport,no,66.176133,-155.684816
Ed-Air Airport,OTN,US,US-IN,Oaktown,small_airport,no,38.851782,-87.49987
Telida Airport,TLF,US,US-AK,Telida,small_airport,no,63.393902,-153.268997
Eagle Air Park,BZT,US,US-TX,Brazoria,small_airport,no,28.982200622559,-95.579696655273
Entrance Island Seaplane Base,HBH,US,US-AK,Entrance Island,seaplane_base,no,57.412201,-133.43848
False Island Seaplane Base,FAK,US,US-AK,False Island,seaplane_base,no,57.5321998596,-135.212997437
Blakely Island Airport,BYW,US,US-WA,Blakely Island,small_airport,yes,48.579162,-122.823844
Drift River Airport,DRF,US,US-AK,Kenai,small_airport,no,60.5889015198,-152.162002563
Rinkenberger Restricted Landing Area,BDF,US,US-IL,Bradford,small_airport,no,41.2308998108,-89.61569976810001
Tetlin Airport,TEH,US,US-AK,Tetlin,small_airport,no,63.124618,-142.518005
Roy Otten Memorial Airfield,VRS,US,US-MO,Versailles,small_airport,no,38.427799224854,-92.875198364258
Golden Horn Lodge Seaplane Base,GDH,US,US-AK,Golden Horn Lodge,seaplane_base,no,59.7470016479,-158.875
Atmautluak Airport,ATT,US,US-AK,Atmautluak,small_airport,yes,60.866699,-162.272996
Livengood Camp Airport,LIV,US,US-AK,Livengood,small_airport,no,65.467,-148.6534
Pedro Bay Airport,PDB,US,US-AK,Pedro Bay,small_airport,yes,59.796925,-154.129994
Ouzinkie Airport,KOZ,US,US-AK,Ouzinkie,small_airport,yes,57.942094,-152.464314
Tununak Airport,TNK,US,US-AK,Tununak,small_airport,yes,60.569638,-165.246649
Hyder Seaplane Base,WHD,US,US-AK,Hyder,seaplane_base,yes,55.903324,-130.009975
Minto Al Wright Airport,MNT,US,US-AK,Minto,small_airport,yes,65.147991,-149.368658
Tokeen Seaplane Base,TKI,US,US-AK,Tokeen,seaplane_base,no,55.937099,-133.326996
Aleknagik / New Airport,WKK,US,US-AK,Aleknagik,medium_airport,yes,59.2826004028,-158.617996216
Ketchikan Harbor Seaplane Base,WFB,US,US-AK,Ketchikan,seaplane_base,yes,55.349899,-131.677002
Rollang Field,RFK,US,US-MS,Rolling Fork,small_airport,no,32.953543,-90.845144
Naknek Airport,NNK,US,US-AK,Naknek,small_airport,no,58.735633,-157.02216
Lake Brooks Seaplane Base,BKF,US,US-AK,Katmai National Park,seaplane_base,yes,58.554798,-155.776993
Southern Seaplane Airport,BCS,US,US-LA,Belle Chasse,small_airport,no,29.866078,-90.021608
Minute Man Air Field,MMN,US,US-MA,Stow,small_airport,no,42.460298,-71.519031
Catalina Air-Sea Terminal Heliport,SPQ,US,US-CA,San Pedro,heliport,no,33.7491989136,-118.275001526
East 34th Street Heliport,TSS,US,US-NY,New York,heliport,yes,40.742372,-73.972074
New York Skyports Inc Seaplane Base,NYS,US,US-NY,New York,seaplane_base,yes,40.735061,-73.972814
Earl Henry Airport,BWL,US,US-OK,Blackwell,small_airport,no,36.7958984375,-97.3170013428
Yes Bay Lodge Seaplane Base,WYB,US,US-AK,Yes Bay,seaplane_base,no,55.916302,-131.800995
Center Island Airport,CWS,US,US-WA,Center Island,small_airport,yes,48.490046,-122.831612
Tatitlek Airport,TEK,US,US-AK,Tatitlek,small_airport,yes,60.871449,-146.690297
Pine Island Airport,DUF,US,US-NC,Corolla,small_airport,no,36.252744,-75.785256
Stuart Island Airpark,SSW,US,US-WA,Friday Harbor,small_airport,yes,48.673379,-123.175439
Fort Bragg Airport,FOB,US,US-CA,Fort Bragg,small_airport,no,39.472445,-123.795319
Port of Poulsbo Marina Moorage Seaplane Base,PUL,US,US-WA,Poulsbo,seaplane_base,no,47.734001159668,-122.64700317383
Century City Heliport,CCD,US,US-CA,Los Angeles,heliport,no,34.060798645,-118.417999268
Meyers Chuck Seaplane Base,WMK,US,US-AK,Meyers Chuck,seaplane_base,no,55.739601,-132.255005
Maxson Airfield,AXB,US,US-NY,Alexandria Bay,small_airport,no,44.312002,-75.90034
Reese Airpark,REE,US,US-TX,Lubbock,small_airport,no,33.590301513672,-102.03700256348
Waldron Airstrip,WDN,US,US-WA,Eastsound,small_airport,yes,48.71141,-123.018208
Whale Pass Seaplane Float Harbor Facility,WWP,US,US-AK,Whale Pass,seaplane_base,yes,56.116299,-133.121994
Chuathbaluk Airport,CHU,US,US-AK,Chuathbaluk,small_airport,yes,61.579102,-159.216003
Ugashik Airport,UGS,US,US-AK,Ugashik,small_airport,no,57.523476,-157.396344
Recreation and Conference Center Heliport,JID,US,US-CA,City of Industry,heliport,no,34.020472,-117.927396
Philadelphia Seaplane Base,PSQ,US,US-PA,Essington,seaplane_base,no,39.859001159668,-75.299598693848
Levelock Airport,KLL,US,US-AK,Levelock,small_airport,no,59.12606,-156.860906
Saginaw Seaplane Base,SGW,US,US-AK,Saginaw Bay,seaplane_base,no,56.886299,-134.158005
Tuntutuliak Airport,WTL,US,US-AK,Tuntutuliak,small_airport,yes,60.351243,-162.654476
Twin Hills Airport,TWA,US,US-AK,Twin Hills,small_airport,yes,59.074713,-160.274992
Chignik Lake Airport,KCQ,US,US-AK,Chignik Lake,small_airport,yes,56.255001,-158.774994
Adado Airport,AAD,SO,SO-GA,Adado,small_airport,no,6.095802,46.6375
Atkamba Airport,ABP,PG,PG-WPD,Atkamba Mission,small_airport,no,-6.06462,141.095173
Arica Airport,ACM,CO,CO-AMA,Arica,small_airport,no,-2.143713,-71.75935
El Daein Airport,ADV,SD,SD-DE,El Daein,small_airport,no,11.4023,26.1186
Adareil Airport,AEE,SS,SS-NU,Adar,small_airport,no,10.053611,32.959444
Ar Horqin Airport,AEQ,CN,CN-15,Chifeng,small_airport,no,43.908407,120.15099
Kondavattavana Tank Seaplane Base,AFK,LK,LK-5,Ampara,seaplane_base,no,7.284,81.644
Burton-Nibbs International Airport,BBQ,AG,AG-10,Codrington,medium_airport,yes,17.621194,-61.798347
Afutara Aerodrome,AFT,SB,SB-ML,Bila,small_airport,no,-9.191389,160.948611
Ulawa Airport,RNA,SB,SB-MK,Arona,small_airport,no,-9.86054358262,161.979546547
Uru Harbour Airport,ATD,SB,SB-ML,Atoifi,small_airport,no,-8.87333,161.011002
Barakoma Airport,VEV,SB,SB-WE,Barakoma,small_airport,no,-7.912779808044434,156.70599365234375
Batuna Aerodrome,BPF,SB,SB-WE,Batuna Mission Station,small_airport,no,-8.56202777778,158.119305556
Geva Airport,GEF,SB,SB-WE,Liangia,small_airport,no,-7.575829982757568,156.5970001220703
Angoram Airport,AGG,PG,PG-ESW,Angoram,small_airport,no,-4.057077,144.073841
Gwaunaru'u Airport,AKS,SB,SB-ML,Auki,small_airport,yes,-8.70257,160.682007
Bellona/Anua Airport,BNY,SB,SB-RB,Anua,small_airport,yes,-11.3022222222,159.798333333
Choiseul Bay Airport,CHY,SB,SB-CH,Choiseul Bay,small_airport,yes,-6.711944,156.396111
Ballalae Airport,BAS,SB,SB-WE,Ballalae,small_airport,yes,-6.990745,155.886656
Fera/Maringe Airport,FRE,SB,SB-IS,Fera Island,small_airport,yes,-8.1075,159.576996
Honiara International Airport,HIR,SB,SB-GU,Honiara,large_airport,yes,-9.428,160.054993
Babanakira Airport,MBU,SB,SB-GU,Mbambanakira,small_airport,no,-9.7475,159.839005
Avu Avu Airport,AVU,SB,SB-GU,Avu Avu,small_airport,no,-9.868333,160.410556
Ngorangora Airport,IRA,SB,SB-MK,Kirakira,small_airport,yes,-10.4497003555,161.897994995
Santa Cruz/Graciosa Bay/Luova Airport,SCZ,SB,SB-TE,Santa Cruz/Graciosa Bay/Luova,small_airport,yes,-10.7203,165.794998
Munda Airport,MUA,SB,SB-WE,Munda,medium_airport,yes,-8.32797,157.263
Nusatupe Airport,GZO,SB,SB-WE,Gizo,small_airport,yes,-8.09778022766,156.863998413
Mono Airport,MNY,SB,SB-WE,Stirling Island,small_airport,yes,-7.41694,155.565002
Parasi Airport,PRS,SB,SB-ML,Parasi,small_airport,no,-9.64167022705078,161.4250030517578
Rennell/Tingoa Airport,RNL,SB,SB-RB,Rennell Island,small_airport,yes,-11.55,160.062778
Sege Airport,EGM,SB,SB-WE,Sege,small_airport,no,-8.57889,157.876007
Santa Ana Airport,NNB,SB,SB-MK,Santa Ana Island,small_airport,yes,-10.847994,162.454108
Marau Airport,RUS,SB,SB-GU,Marau,small_airport,yes,-9.86167,160.824997
Suavanao Airport,VAO,SB,SB-IS,Suavanao,small_airport,yes,-7.58556,158.731003
Yandina Airport,XYA,SB,SB-CE,Yandina,small_airport,yes,-9.092816,159.21841
Kagua Airport,AGK,PG,PG-SHM,Kagua,small_airport,no,-6.396388888890001,143.853611111
Kaghau Airport,KGE,SB,SB-CH,Kagau Island,small_airport,yes,-7.3305,157.585
Kukudu Airport,KUE,SB,SB-WE,Kolombangara Island,small_airport,no,-8.0262,156.94783
Kwailabesi Airport,KWS,SB,SB-ML,Kwailabesi,small_airport,no,-8.360508,160.775127
Lomlom Airport,LLM,SB,SB-TE,Lomlom,small_airport,no,-10.296828,166.327322
Nana Airport,NAZ,SB,SB-MK,Star Harbor,small_airport,no,-10.6758,162.2049
Manaoba Airport,MHM,SB,SB-ML,Manaoba,small_airport,yes,-8.325008,160.80051
Gatokae Aerodrome,GTA,SB,SB-WE,Gatokae,small_airport,yes,-8.738358,158.202836
Ringi Cove Airport,RIN,SB,SB-WE,Ringi Cove,small_airport,no,-8.12639045715332,157.14300537109375
Ramata Airport,RBV,SB,SB-WE,Ramata,small_airport,yes,-8.168060302734375,157.64300537109375
Tulaghi Heliport,TLG,SB,SB-CE,Tulaghi Island,heliport,no,-9.108,160.149166667
Ambatolhy Airport,AHY,MG,MG-U,Ambatolahy,small_airport,no,-20.0158333333,45.535
Ailinglaplap Airok Airport,AIC,MH,MH-ALL,Bigatyelang Island,small_airport,no,7.279422,168.8257
Chena Hot Springs Airport,CEX,US,US-AK,Chena Hot Springs,small_airport,no,65.0518035889,-146.04699707
Solomon State Field,SOL,US,US-AK,Solomon,small_airport,no,64.5605,-164.4457
Herendeen Bay Airport,HED,US,US-AK,Herendeen Bay,small_airport,no,55.802346,-160.901346
Taylor Airport,TWE,US,US-AK,Taylor,small_airport,no,65.6792984009,-164.798995972
Tikchik Lodge Seaplane Base,KTH,US,US-AK,Tikchik,seaplane_base,no,59.9631996155,-158.477005005
Naukati Bay Seaplane Base,NKI,US,US-AK,Tuxekan Island,seaplane_base,yes,55.849602,-133.227994
Candle 2 Airport,CDL,US,US-AK,Candle,small_airport,no,65.907699585,-161.925994873
Amook Bay Seaplane Base,AOS,US,US-AK,Amook Bay,seaplane_base,yes,57.4715003967,-153.815002441
Boswell Bay Airport,BSW,US,US-AK,Boswell Bay,small_airport,no,60.4230995178,-146.145996094
Zakuoma Airport,AKM,TD,TD-SA,ZaKouma,small_airport,no,10.8902777778,19.8172222222
Alitak Seaplane Base,ALZ,US,US-AK,Lazy Bay,seaplane_base,yes,56.897294,-154.249692
Syunik Airport,YUK,AM,AM-SU,Kapan,small_airport,no,39.202272,46.455204
Alto Molocue Airport,AME,MZ,MZ-Q,Alto Molocue,small_airport,no,-15.6102777778,37.6813888889
Ambatomainty Airport,AMY,MG,MG-M,,small_airport,no,-17.686667,45.623889
Nauru International Airport,INU,NR,NR-14,Yaren,medium_airport,yes,-0.547893,166.919525
Angus Downs Airport,ANZ,AU,AU-NT,Angus Downs Station,small_airport,no,-25.0325,132.2748
Catoca Airport,CTV,AO,AO-LSU,Saurimo,small_airport,no,-9.431359,20.311557
Andulo Airport,ANL,AO,AO-BIE,Andulo,small_airport,no,-11.4723,16.710899
Cangamba Airport,CNZ,AO,AO-MOX,Cangamba,small_airport,no,-13.7106,19.861099
Dirico Airport,DRC,AO,AO-CCU,Dirico,small_airport,no,-17.981924,20.768061
N'dalatando Airport,NDF,AO,AO-CNO,N'dalatando,small_airport,no,-9.280378,14.982432
Annanberg Airport,AOB,PG,PG-MPM,,small_airport,no,-4.90416666667,144.635833333
Abou-Deïa Airport,AOD,TD,TD-SA,Abou-Deïa,small_airport,no,11.4773,19.2874
Asapa Airport,APP,PG,PG-NPP,,small_airport,no,-8.979167,148.103611
Girdwood-Alyeska Airport,AQY,US,US-AK,Girdwood,small_airport,no,60.968774,-149.119792
Bragado Airport,QRF,AR,AR-B,Bragado,small_airport,no,-35.145811,-60.480294
Caleta Olivia Airport,CVI,AR,AR-Z,Caleta Olivia,small_airport,no,-46.37428,-67.59409
Charata Airport,CNT,AR,AR-H,Charata,small_airport,no,-27.2164,-61.2103
General Villegas Airport,VGS,AR,AR-B,General Villegas,small_airport,no,-34.995728,-62.999725
Los Menucos Airport,LMD,AR,AR-R,Los Menucos,small_airport,no,-40.817699,-68.074699
Valcheta Airport,VCF,AR,AR-R,Valcheta,small_airport,no,-40.700001,-66.150002
Carmen de Patagones Airport,CPG,AR,AR-B,Carmen de Patagones,small_airport,no,-40.7781,-62.9803
Aragip Airport,ARP,PG,PG-MBA,,small_airport,no,-9.88333333333,149.483333333
Asirim Airport,ASZ,PG,PG-WBK,,small_airport,no,-6.009722222220001,150.368611111
(Duplicate)Wolf's Fang Runway,WFR,AQ,AQ-U-A,Queen Maud Island,medium_airport,no,-71.5264,8.799459
Lady Elliot Island Airstrip,LYT,AU,AU-QLD,Lady Elliot Island,small_airport,no,-24.1129,152.7156
Gruyere Airport,GYZ,AU,AU-WA,Cosmo Newbery,small_airport,yes,-28.034548,123.81506
Agnew Airport,AGW,AU,AU-QLD,Agnew,small_airport,no,-12.1456,142.149369
Alroy Downs Airport,AYD,AU,AU-NT,Alroy Downs,small_airport,no,-19.2908,136.078995
Baniyala Airport,BYX,AU,AU-NT,Baniyala,small_airport,no,-13.1981,136.227005
Coolibah Airport,COB,AU,AU-NT,Coolibah,small_airport,no,-15.548299789428713,130.96200561523438
Coorabie Airport,CRJ,AU,AU-SA,Coorabie,small_airport,no,-31.894399642944336,132.29600524902344
Carlton Hill Airport,CRY,AU,AU-WA,Carlton Hill,small_airport,no,-15.50189971923828,128.53399658203125
Cresswell Downs Airport,CSD,AU,AU-NT,Cresswell Downs,small_airport,no,-17.947999954223633,135.91600036621094
Diamantina Lakes Airport,DYM,AU,AU-QLD,Diamantina Lakes,small_airport,no,-23.761699676513672,141.14500427246094
Hayman Island Resort Seaplane Base,HIS,AU,AU-QLD,Hayman Island,seaplane_base,yes,-20.059999465942383,148.88099670410156
Helenvale Airport,HLV,AU,AU-QLD,Helenvale,small_airport,no,-15.685799598693848,145.21499633789062
Kimberley Downs Airport,KBD,AU,AU-WA,Kimberley Downs,small_airport,no,-17.39780044555664,124.3550033569336
Kulgera Airport,KGR,AU,AU-NT,Ghan,small_airport,no,-25.8428,133.292007
Peppimenarti Airport,PEP,AU,AU-NT,Peppimenarti,small_airport,no,-14.1442,130.091003
Rockhampton Downs Airport,RDA,AU,AU-NT,Rockhampton Downs,small_airport,no,-18.95330047607422,135.2010040283203
Sturt Creek Airport,SSK,AU,AU-WA,Sturt Creek,small_airport,no,-19.166400909423828,128.1739959716797
Shaw River Airport,SWB,AU,AU-WA,Shaw River,small_airport,no,-21.510299682617188,119.36199951171876
Torwood Airport,TWP,AU,AU-QLD,Torwood,small_airport,no,-17.363300323486328,143.75
Springvale Airport,ZVG,AU,AU-WA,Springvale,small_airport,no,-17.7869,127.669998
Awar Airport (unusable),AWR,PG,PG-MPM,Awar,small_airport,no,-4.122278,144.853292
Alxa Left Banner Bayanhot Airport,AXF,CN,CN-15,Bayanhot,medium_airport,yes,38.748317,105.58416
Pantar Kabir Airport,AXO,ID,ID-NT,Kabir,small_airport,no,-8.244832,124.219108
Ama Airport,AMF,PG,PG-ESW,,small_airport,no,-4.10111111111,141.67
Mount Aue Airport,UAE,PG,PG-JWK,Aue,small_airport,no,-6.229978,144.664181
Afore Airstrip,AFR,PG,PG-NPP,Afore,small_airport,no,-9.13867,148.390701
Agaun Airport,AUP,PG,PG-MBA,Agaun,small_airport,no,-9.927715,149.389951
Aitape Airport,ATP,PG,PG-SAN,Aitape,small_airport,no,-3.143611,142.346806
Aiambak Airport,AIH,PG,PG-WPD,Aiambak,small_airport,no,-7.342777777779999,141.2675
Amanab Airport,AMU,PG,PG-SAN,Amanab,small_airport,no,-3.586,141.214333333
Andakombe Airport,ADC,PG,PG-EHG,Andekombe,small_airport,no,-7.13722222222,145.744722222
Aiome Airport,AIE,PG,PG-MPM,Aiome,small_airport,no,-5.145699978,144.7307003
Kompiam Airport,KPM,PG,PG-EPW,,small_airport,no,-5.38166666667,143.924722222
Ambunti Airport,AUJ,PG,PG-ESW,Ambunti,small_airport,no,-4.21566666667,142.823166667
Awaba Airport,AWB,PG,PG-WPD,Awaba,small_airport,no,-8.013414,142.752099
Aseki Airport,AEK,PG,PG-MPL,Aseki,small_airport,no,-7.350805,146.193994
Aiyura Airport,AYU,PG,PG-EHG,Aiyura Valley,small_airport,no,-6.33805555556,145.904166667
Baimuru Airport,VMU,PG,PG-GPK,Baimuru,medium_airport,yes,-7.496955,144.821756
Bambu Airport,BCP,PG,PG-MPM,Bambu,small_airport,no,-5.863611111110001,146.4925
Bodinumu Airport,BNM,PG,PG-CPM,Bodinumu,small_airport,no,-9.10777777778,147.666722222
Bamu Airport,BMZ,PG,PG-WPD,Bamu,small_airport,no,-7.8485,143.2433
Baindoung Airport,BDZ,PG,PG-MPL,,small_airport,no,-6.34722222222,146.942222222
Bensbach Airport,BSP,PG,PG-WPD,Bensbach,small_airport,no,-8.85805555556,141.259444444
Bewani Airport,BWP,PG,PG-SAN,Bewani,small_airport,no,-3.0216666666700003,141.165277778
Buka Airport,BUA,PG,PG-NSB,Buka Island,medium_airport,yes,-5.422299,154.672698
Bialla Airport,BAA,PG,PG-WBK,"Bialla, Matalilu, Ewase",small_airport,no,-5.3305602073700005,151.007995605
Balimo Airport,OPU,PG,PG-WPD,Balimo,medium_airport,yes,-8.05000019073,142.932998657
Bomai Airport,BMH,PG,PG-CPK,Bomai,small_airport,no,-6.37316666667,144.637
Bapi Airstrip,BPD,PG,PG-MPL,Bapi,small_airport,no,-7.743611111110001,147.020555556
Biangabip Airport,BPK,PG,PG-WPD,Biangabip,small_airport,no,-5.526389,141.744583
Biaru Airport,BRP,PG,PG-MPL,Biaru,small_airport,no,-7.6693,146.7594
Bulolo Airport,BUL,PG,PG-MPL,Bulolo,small_airport,no,-7.216286671410001,146.649541855
Biniguni Airport,XBN,PG,PG-MBA,Biniguni,small_airport,no,-9.6425,149.303889
Chungribu Airport,CVB,PG,PG-MPM,Chungribu,small_airport,no,-4.80662,144.714996
Cape Gloucester Airport,CGC,PG,PG-WBK,Cape Gloucester,small_airport,no,-5.455231,148.422289
Chimbu Airport,CMU,PG,PG-CPK,Kundiawa,medium_airport,yes,-6.024290084838867,144.9709930419922
China Strait Airstrip,SQT,PG,PG-MBA,Samarai Island,small_airport,no,-10.5627777778,150.690694444
Debepare Airport,DBP,PG,PG-WPD,Debepare,small_airport,no,-6.30861111111,141.905555556
Derim Airport,DER,PG,PG-MPL,Derim,small_airport,no,-6.14472222222,147.107222222
Bundi Airport,BNT,PG,PG-MPM,Bundi,small_airport,no,-5.742222222220001,145.2275
Munduku Airport,MDM,PG,PG-ESW,Munduku,small_airport,no,-4.6204,143.4516
Kondobol Airport,KPF,PG,PG-WPD,Kondobol,small_airport,no,-8.5336,142.5049
Dinangat Airport,DNU,PG,PG-MPL,Dinangat,small_airport,no,-6.1546,146.6772
Doini Airport,DOI,PG,PG-MBA,Castori Islets,small_airport,no,-10.7009,150.7218
Dorobisoro Airport,DOO,PG,PG-CPM,Dorobisoro,small_airport,no,-9.461855,147.920907
Daru Airport,DAU,PG,PG-WPD,Daru,medium_airport,yes,-9.08676,143.207993
Kerau Airport,KRU,PG,PG-CPM,Gunim,small_airport,no,-8.271612,147.071899
Embessa Airport,EMS,PG,PG-NPP,Embessa,small_airport,no,-9.447,148.7628
Edwaki Airport,XYR,PG,PG-SAN,Yellow River Mission,small_airport,no,-3.883986,141.792234
Emirau Airport,EMI,PG,PG-NIK,Emirau Island,small_airport,no,-1.653949991,149.9757667
Efogi Airport,EFG,PG,PG-CPM,Efogi,small_airport,no,-9.15380555556,147.659805556
Morehead Airport,MHY,PG,PG-WPD,Morehead,small_airport,no,-8.71411111111,141.644444444
Eliptamin Airport,EPT,PG,PG-SAN,Eliptamin,small_airport,no,-5.0412,141.6779
Engati Airstrip,EGA,PG,PG-MPL,Engati,small_airport,no,-6.9179,146.1053
Emo River Airstrip,EMO,PG,PG-NPP,Emo Mission,small_airport,no,-9.1234,148.0415
Erume Airport,ERU,PG,PG-CPM,Erume,small_airport,no,-8.2538,146.9747
Meselia Airport,MFZ,PG,PG-WBK,Demgulu,small_airport,no,-6.1364,149.1183
Bosset Airport,BOT,PG,PG-WPD,Bosset,small_airport,yes,-7.237257,141.1063222
Erave Airport,ERE,PG,PG-SHM,Erave,small_airport,no,-6.60646315446,143.900213242
Siwea Airport,SWE,PG,PG-MPL,Siwea,small_airport,no,-6.284181,147.582371
Fane Airport,FNE,PG,PG-CPM,Fane Mission,small_airport,no,-8.54927777778,147.085833333
Feramin Airport,FRQ,PG,PG-SAN,Feramin,small_airport,no,-5.208,141.6988
Finschhafen Airport,FIN,PG,PG-MPL,Buki,small_airport,no,-6.621750109,147.85405
Frieda River Airport,FAQ,PG,PG-ESW,Frieda River,small_airport,no,-4.610468,141.960138
Fuma Airport,FUM,PG,PG-WPD,Fuma,small_airport,no,-6.3933,142.4408
Goroka Airport,GKA,PG,PG-EHG,Goronka,medium_airport,yes,-6.081689834590001,145.391998291
Gewoia Airport,GEW,PG,PG-NPP,Gewoia,small_airport,no,-9.2263,148.4949
Guari Airport,GUG,PG,PG-CPM,Guari,small_airport,no,-8.1286,146.8722
Garasa Airport,GRL,PG,PG-MPL,Au,small_airport,no,-7.980713,147.213461
Garaina Airport,GAR,PG,PG-MPL,Garaina,small_airport,no,-7.875625,147.141266
Guasopa Airport,GAZ,PG,PG-MBA,Woodlark (Muyua) Island,small_airport,no,-9.225918,152.944352
Gonaili Airport,GOE,PG,PG-EBR,Gonaili,small_airport,no,-5.527716614,151.5733333
Gurney Airport,GUR,PG,PG-MBA,Gurney,medium_airport,yes,-10.3114995956,150.333999634
Gusap Airport,GAP,PG,PG-MPL,Gusap,small_airport,no,-6.053196,145.959047
Girua Airport,PNP,PG,PG-NPP,Popondetta,medium_airport,yes,-8.80453968048,148.309005737
Gasuke Airport,GBC,PG,PG-WPD,Gasuke,small_airport,no,-6.1028,141.7393
Gasmata Island Airport,GMI,PG,PG-WBK,Gasmata Island,small_airport,yes,-6.27111005783,150.330993652
Anguganak Airport,AKG,PG,PG-SAN,Anguganak,small_airport,no,-3.560504,142.217307
Green River Airport,GVI,PG,PG-SAN,Green River,small_airport,no,-3.90224289894,141.170516968
Gora Airstrip,GOC,PG,PG-NPP,Gora,small_airport,no,-9.0021,148.2364
Habi Airport,HBD,PG,PG-WPD,Habi,small_airport,no,-6.32,142.4893
Heiweni Airport,HNI,PG,PG-MPL,Heiweni,small_airport,no,-7.4223,146.4276
Hayfields Airport,HYF,PG,PG-ESW,Bainyik,small_airport,no,-3.69838,143.057902
Honinabi Airport,HNN,PG,PG-WPD,Honinabi,small_airport,no,-6.2457,142.1771
Hoskins Airport,HKN,PG,PG-WBK,Kimbe,medium_airport,yes,-5.463846,150.407327
Haivaro Airport,HIT,PG,PG-GPK,Haivaro,small_airport,no,-6.9406,143.059
Hawabango Airport,HWA,PG,PG-GPK,Hawabango,small_airport,no,-7.392994,146.003487
Nissan Island Airport,IIS,PG,PG-NSB,Nissan Island,small_airport,no,-4.49972009659,154.225997925
Indagen Airport,IDN,PG,PG-MPL,Indagen,small_airport,no,-6.22663,147.244
Imane Airport,IMN,PG,PG-MPL,Imane,small_airport,no,-6.7524,146.1072
Kungim Airport,KGM,PG,PG-WPD,Kungim,small_airport,no,-5.671,141.03
Imonda Airport,IMD,PG,PG-SAN,Imonda,small_airport,no,-3.328,141.1573
Aropa Airport,KIE,PG,PG-NSB,Kieta,small_airport,yes,-6.305417,155.728139
Ialibu Airport,IAL,PG,PG-SHM,Ialibu,small_airport,no,-6.2782,143.9944
Wasua Airport,WSA,PG,PG-WPD,Wasua,small_airport,no,-8.2836,142.8697
Witu Airport,WIU,PG,PG-WBK,Garove Island,small_airport,no,-4.689522,149.440112
Miyanmin Airport,MPX,PG,PG-SAN,Miyanmin,small_airport,no,-4.903055555560001,141.620833333
Yongai Airport,KGH,PG,PG-CPM,Yongai,small_airport,no,-8.5289,147.4603
Josephstaal Airport,JOP,PG,PG-MPM,Josephstaal,small_airport,no,-4.74708333333,145.007083333
Losuia Airport,LSA,PG,PG-MBA,Losuia,small_airport,yes,-8.505820274353027,151.08099365234375
Kabwum,KBM,PG,PG-MPL,,small_airport,no,-6.15547222222,147.191472222
Kandrian Airport,KDR,PG,PG-WBK,Kandrian,small_airport,no,-6.19217,149.54783
Kamina Airport,KMF,PG,PG-GPK,Hoieti,small_airport,no,-7.64925,145.956944444
Kopiago Airport,KPA,PG,PG-HLA,Kopiago,small_airport,no,-5.3883,142.4977
Kamulai Airport,KAQ,PG,PG-CPM,Kamulai Mission,small_airport,no,-8.150694444440001,146.834
Kiunga Airport,UNG,PG,PG-WPD,Kiunga,small_airport,yes,-6.1257100105285645,141.28199768066406
Kanainj Airport,KNE,PG,PG-MPM,Kanainj,small_airport,no,-5.2903,144.7072
Kikori Airport,KRI,PG,PG-GPK,Kikori,small_airport,yes,-7.42438,144.250076
Kerema Airport,KMA,PG,PG-GPK,Kerema,medium_airport,yes,-7.96361017227,145.770996094
Kokoda Airport,KKD,PG,PG-NPP,Kokoda,small_airport,no,-8.884679,147.730957
Kagi Airport,KGW,PG,PG-CPM,Kagi,small_airport,no,-9.13591666667,147.669444444
Kar Kar Airport,KRX,PG,PG-MPM,Kar Kar Island,small_airport,no,-4.557,145.9404
Kaintiba Airport,KZF,PG,PG-GPK,Kaintiba,small_airport,no,-7.50025,146.033833333
Kuri Airport,KUQ,PG,PG-GPK,Kuri,small_airport,no,-7.135083,143.276111
