name,iata_code,iso_country,iso_region,municipality,type,scheduled_service,latitude_deg,longitude_deg
North Battleford Airport,YQW,CA,CA-SK,North Battleford,medium_airport,no,52.769409,-108.243742
Gander International Airport,YQX,CA,CA-NL,Gander,large_airport,yes,48.936258,-54.567719
Sydney / J.A. Douglas McCurdy Airport,YQY,CA,CA-NS,Sydney,medium_airport,yes,46.1614,-60.047798
Quesnel Airport,YQZ,CA,CA-BC,Quesnel,medium_airport,yes,53.026100158691406,-122.51000213623048
Rae Lakes Airport,YRA,CA,CA-NT,Gamètì,small_airport,yes,64.116096,-117.309998
Resolute Bay Airport,YRB,CA,CA-NU,Resolute Bay,medium_airport,yes,74.7169036865,-94.9693984985
Rivière-du-Loup Airport,YRI,CA,CA-QC,Rivière-du-Loup,medium_airport,no,47.764400482177734,-69.58470153808594
Roberval Airport,YRJ,CA,CA-QC,Roberval,medium_airport,yes,48.519665,-72.265735
Red Lake Airport,YRL,CA,CA-ON,Red Lake,medium_airport,yes,51.066898345947266,-93.79309844970705
Rocky Mountain House Airport,YRM,CA,CA-AB,Rocky Mountain House,small_airport,no,52.4296989441,-114.903999329
Ottawa / Rockcliffe Airport,YRO,CA,CA-ON,Ottawa,medium_airport,yes,45.460496,-75.644001
Trois-Rivières Airport,YRQ,CA,CA-QC,Trois-Rivières,medium_airport,no,46.35279846191406,-72.67939758300781
Red Sucker Lake Airport,YRS,CA,CA-MB,Red Sucker Lake,small_airport,yes,54.167198,-93.557198
Rankin Inlet Airport,YRT,CA,CA-NU,Rankin Inlet,medium_airport,yes,62.8114013672,-92.1157989502
Revelstoke Airport,YRV,CA,CA-BC,Revelstoke,medium_airport,no,50.962245,-118.184258
Sudbury Airport,YSB,CA,CA-ON,Sudbury,medium_airport,yes,46.625,-80.79889678955078
Sherbrooke Airport,YSC,CA,CA-QC,Sherbrooke,medium_airport,no,45.438599,-71.691399
Canadian Forces Base Suffield Heliport,YSD,CA,CA-AB,Ralston,heliport,no,50.276359,-111.180189
Squamish Airport,YSE,CA,CA-BC,Squamish,small_airport,no,49.7817001343,-123.162002563
Stony Rapids Airport,YSF,CA,CA-SK,Stony Rapids,medium_airport,yes,59.250301361083984,-105.84100341796876
Smiths Falls-Montague (Russ Beach) Airport,YSH,CA,CA-ON,Smiths Falls,medium_airport,no,44.945801,-75.940598
Saint John Airport,YSJ,CA,CA-NB,Saint John,medium_airport,yes,45.31610107421875,-65.89029693603516
Sanikiluaq Airport,YSK,CA,CA-NU,Sanikiluaq,small_airport,yes,56.536891,-79.250221
Saint-Léonard Airport,YSL,CA,CA-NB,Saint-Léonard,medium_airport,yes,47.157097,-67.836242
Fort Smith Airport,YSM,CA,CA-NT,Fort Smith,medium_airport,yes,60.020302,-111.961998
Niagara District Airport,YCM,CA,CA-ON,Niagara-on-the-Lake,medium_airport,yes,43.191598,-79.171686
Marathon Airport,YSP,CA,CA-ON,Marathon,medium_airport,no,48.75529861450195,-86.34439849853516
St. Theresa Point Airport,YST,CA,CA-MB,St. Theresa Point,small_airport,yes,53.845261,-94.851966
Summerside Airport,YSU,CA,CA-PE,Slemon Park,medium_airport,no,46.440601,-63.833599
Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,YSY,CA,CA-NT,Sachs Harbour,small_airport,yes,71.993896,-125.242996
Pembroke Airport,YTA,CA,CA-ON,Pembroke,medium_airport,no,45.86439895629883,-77.25170135498047
Cape Dorset Airport,YTE,CA,CA-NU,Kinngait,small_airport,yes,64.230003,-76.526703
Alma Airport,YTF,CA,CA-QC,Alma,medium_airport,no,48.5089,-71.641899
Thompson Airport,YTH,CA,CA-MB,Thompson,medium_airport,yes,55.80110168457031,-97.86419677734376
Big Trout Lake Airport,YTL,CA,CA-ON,Big Trout Lake,small_airport,yes,53.817799,-89.896896
Tasiujaq Airport,YTQ,CA,CA-QC,Tasiujaq,small_airport,yes,58.667801,-69.955803
CFB Trenton,YTR,CA,CA-ON,Trenton,medium_airport,no,44.118900299072266,-77.5280990600586
Timmins/Victor M. Power,YTS,CA,CA-ON,Timmins,medium_airport,yes,48.5696983337,-81.376701355
Billy Bishop Toronto City Airport,YTZ,CA,CA-ON,Toronto,medium_airport,yes,43.627852,-79.39553
Tuktoyaktuk / James Gruben Airport,YUB,CA,CA-NT,Tuktoyaktuk,small_airport,no,69.433296,-133.026001
Montreal / Pierre Elliott Trudeau International Airport,YUL,CA,CA-QC,Montréal,large_airport,yes,45.467837,-73.742294
Naujaat Airport,YUT,CA,CA-NU,Repulse Bay,small_airport,yes,66.521024,-86.225166
Hall Beach Airport,YUX,CA,CA-NU,Sanirajak,medium_airport,yes,68.7761,-81.2425
Rouyn Noranda Airport,YUY,CA,CA-QC,Rouyn-Noranda,medium_airport,yes,48.20610046386719,-78.83560180664062
Bonaventure Airport,YVB,CA,CA-QC,Bonaventure,medium_airport,yes,48.071098,-65.460297
La Ronge Airport,YVC,CA,CA-SK,La Ronge,medium_airport,yes,55.1514015198,-105.262001038
Vermilion Airport,YVG,CA,CA-AB,Vermilion,small_airport,no,53.357714,-110.827388
Vernon Regional Airport,YVE,CA,CA-BC,Vernon,medium_airport,no,50.246163,-119.330963
Tommy Kochon Airport,YCK,CA,CA-NT,Colville Lake,small_airport,yes,67.02015,-126.128364
Qikiqtarjuaq Airport,YVM,CA,CA-NU,Qikiqtarjuaq,small_airport,yes,67.54656,-64.03141
Val-d'Or Airport,YVO,CA,CA-QC,Val-d'Or,medium_airport,yes,48.0532989502,-77.7827987671
Kuujjuaq Airport,YVP,CA,CA-QC,Kuujjuaq,medium_airport,yes,58.096099853515625,-68.4269027709961
Norman Wells Airport,YVQ,CA,CA-NT,Norman Wells,medium_airport,yes,65.28160095214844,-126.7979965209961
Vancouver International Airport,YVR,CA,CA-BC,Vancouver,large_airport,yes,49.193901,-123.183998
Buffalo Narrows Airport,YVT,CA,CA-SK,Buffalo Narrows,small_airport,no,55.8418998718,-108.417999268
Wiarton Airport,YVV,CA,CA-ON,Wiarton,medium_airport,yes,44.7458,-81.107201
Deer Lake Airport,YVZ,CA,CA-ON,Deer Lake,small_airport,yes,52.655613,-94.061208
Petawawa Heliport,YWA,CA,CA-ON,Petawawa,heliport,no,45.952202,-77.319199
Wekweètì Airport,YFJ,CA,CA-NT,Wekweètì,small_airport,yes,64.190804,-114.077002
Winnipeg / James Armstrong Richardson International Airport,YWG,CA,CA-MB,Winnipeg,large_airport,yes,49.909999847399995,-97.2398986816
Victoria Harbour Seaplane Base,YWH,CA,CA-BC,Victoria,seaplane_base,yes,48.423782,-123.37198
Déline Airport,YWJ,CA,CA-NT,Déline,small_airport,yes,65.211098,-123.435997
Wabush Airport,YWK,CA,CA-NL,Wabush,medium_airport,yes,52.92190170288086,-66.8644027709961
Williams Lake Airport,YWL,CA,CA-BC,Williams Lake,medium_airport,yes,52.1831016541,-122.054000854
Webequie Airport,YWP,CA,CA-ON,Webequie,small_airport,yes,52.959393,-87.374868
Wrigley Airport,YWY,CA,CA-NT,Wrigley,medium_airport,no,63.20940017700195,-123.43699645996094
Cranbrook/Canadian Rockies International Airport,YXC,CA,CA-BC,Cranbrook,medium_airport,yes,49.610802,-115.781998
Saskatoon John G. Diefenbaker International Airport,YXE,CA,CA-SK,Saskatoon,large_airport,yes,52.170723,-106.700793
Medicine Hat Regional Airport,YXH,CA,CA-AB,Medicine Hat,medium_airport,yes,50.018902,-110.721001
Fort St John / North Peace Regional Airport,YXJ,CA,CA-BC,Fort Saint John,medium_airport,yes,56.238098,-120.739998
Rimouski Airport,YXK,CA,CA-QC,Rimouski,medium_airport,yes,48.477644,-68.496323
Sioux Lookout Airport,YXL,CA,CA-ON,Sioux Lookout,medium_airport,yes,50.11389923095703,-91.9052963256836
Whale Cove Airport,YXN,CA,CA-NU,Whale Cove,small_airport,yes,62.240002,-92.598099
Pangnirtung Airport,YXP,CA,CA-NU,Pangnirtung,small_airport,yes,66.144878,-65.713606
Beaver Creek Airport,YXQ,CA,CA-YT,Beaver Creek,medium_airport,no,62.410301208496094,-140.86700439453125
Earlton (Timiskaming Regional) Airport,YXR,CA,CA-ON,Earlton,medium_airport,no,47.6974006546,-79.8473453522
Prince George (International) Airport,YXS,CA,CA-BC,Prince George,large_airport,yes,53.884311,-122.666554
Northwest Regional Airport Terrace-Kitimat,YXT,CA,CA-BC,Terrace,medium_airport,yes,54.468498,-128.576009
London International Airport,YXU,CA,CA-ON,London,large_airport,yes,43.032845,-81.149003
Abbotsford International Airport,YXX,CA,CA-BC,Abbotsford,large_airport,yes,49.025299,-122.361
Whitehorse / Erik Nielsen International Airport,YXY,CA,CA-YT,Whitehorse,large_airport,yes,60.708533,-135.065705
Wawa Airport,YXZ,CA,CA-ON,Wawa,medium_airport,no,47.96670150756836,-84.78669738769531
North Bay Jack Garland Airport,YYB,CA,CA-ON,North Bay,medium_airport,yes,46.363602,-79.422798
Calgary International Airport,YYC,CA,CA-AB,Calgary,large_airport,yes,51.118822,-114.009933
Smithers Airport,YYD,CA,CA-BC,Smithers,medium_airport,yes,54.82469940185547,-127.18299865722656
Fort Nelson Airport,YYE,CA,CA-BC,Fort Nelson,medium_airport,yes,58.8363990784,-122.597000122
Penticton Airport,YYF,CA,CA-BC,Penticton,medium_airport,yes,49.46310043334961,-119.60199737548828
Charlottetown Airport,YYG,CA,CA-PE,Charlottetown,large_airport,yes,46.288911,-63.125174
Taloyoak Airport,YYH,CA,CA-NU,Taloyoak,small_airport,yes,69.5467,-93.576698
Victoria International Airport,YYJ,CA,CA-BC,Victoria,large_airport,yes,48.647201,-123.427792
Lynn Lake Airport,YYL,CA,CA-MB,Lynn Lake,medium_airport,yes,56.86389923095703,-101.07599639892578
Cowley Airport,YYM,CA,CA-AB,Cowley,small_airport,no,49.636398315399994,-114.09400177
Swift Current Airport,YYN,CA,CA-SK,Swift Current,medium_airport,no,50.291900634799994,-107.691001892
Churchill Airport,YYQ,CA,CA-MB,Churchill,medium_airport,yes,58.739200592041016,-94.06500244140624
Goose Bay Airport,YYR,CA,CA-NL,Goose Bay,medium_airport,yes,53.3191986084,-60.4258003235
St. John's International Airport,YYT,CA,CA-NL,St. John's,large_airport,yes,47.618599,-52.7519
Kapuskasing Airport,YYU,CA,CA-ON,Kapuskasing,medium_airport,no,49.411587,-82.469645
Armstrong Airport,YYW,CA,CA-ON,Armstrong,medium_airport,no,50.29029846191406,-88.90969848632812
Mont Joli Airport,YYY,CA,CA-QC,Mont-Joli,medium_airport,yes,48.60860061645508,-68.20809936523438
Toronto Pearson International Airport,YYZ,CA,CA-ON,Toronto,large_airport,yes,43.675935,-79.629421
Gore Bay Manitoulin Airport,YZE,CA,CA-ON,Gore Bay,medium_airport,no,45.8853,-82.567802
Yellowknife International Airport,YZF,CA,CA-NT,Yellowknife,large_airport,yes,62.462799,-114.440002
Salluit Airport,YZG,CA,CA-QC,Salluit,small_airport,yes,62.179401,-75.667198
Slave Lake Airport,YZH,CA,CA-AB,Slave Lake,medium_airport,no,55.292945,-114.777276
Sandspit Airport,YZP,CA,CA-BC,Sandspit,medium_airport,yes,53.25429916379999,-131.813995361
Chris Hadfield Airport,YZR,CA,CA-ON,Sarnia,medium_airport,no,42.999401,-82.308899
Coral Harbour Airport,YZS,CA,CA-NU,Coral Harbour,medium_airport,yes,64.1932983398,-83.3593978882
Port Hardy Airport,YZT,CA,CA-BC,Port Hardy,medium_airport,yes,50.68059921264648,-127.36699676513672
Whitecourt Airport,YZU,CA,CA-AB,Whitecourt,medium_airport,yes,54.143902,-115.787003
Sept-Îles Airport,YZV,CA,CA-QC,Sept-Îles,medium_airport,yes,50.22330093383789,-66.2656021118164
Teslin Airport,YZW,CA,CA-YT,Teslin,medium_airport,no,60.17279815673828,-132.7429962158203
CFB Greenwood,YZX,CA,CA-NS,Greenwood,medium_airport,no,44.98440170288086,-64.91690063476562
York Landing Airport,ZAC,CA,CA-MB,York Landing,small_airport,no,56.089401,-96.089203
Shuswap Regional Airport,YSN,CA,CA-BC,Salmon Arm,medium_airport,no,50.682802,-119.228996
Boundary Bay Airport,YDT,CA,CA-BC,Delta,medium_airport,no,49.074338,-123.006877
Ilford Airport,ILF,CA,CA-MB,Ilford,small_airport,yes,56.051622,-95.61882
Bathurst Airport,ZBF,CA,CA-NB,South Tetagouche,medium_airport,yes,47.6297,-65.738899
Bromont (Roland Désourdy) Airport,ZBM,CA,CA-QC,Bromont,medium_airport,no,45.290798,-72.741402
Kelsey Airport,KES,CA,CA-MB,Kelsey,medium_airport,no,56.0374984741,-96.5096969604
Eastmain River Airport,ZEM,CA,CA-QC,Eastmain River,small_airport,yes,52.226398,-78.522499
Faro Airport,ZFA,CA,CA-YT,Faro,medium_airport,no,62.20750045776367,-133.37600708007812
Fond-du-Lac Airport,ZFD,CA,CA-SK,Fond-du-Lac,small_airport,yes,59.3344,-107.181999
Pukatawagan Airport,XPK,CA,CA-MB,Pukatawagan,small_airport,yes,55.749199,-101.265999
Fort Mcpherson Airport,ZFM,CA,CA-NT,Fort Mcpherson,small_airport,yes,67.406993,-134.860182
Tulita Airport,ZFN,CA,CA-NT,Tulita,small_airport,yes,64.909496,-125.570297
Grand Forks Airport,ZGF,CA,CA-BC,Grand Forks,medium_airport,no,49.015598,-118.431
Gods River Airport,ZGI,CA,CA-MB,Gods River,small_airport,yes,54.839699,-94.078598
Little Grand Rapids Airport,ZGR,CA,CA-MB,Little Grand Rapids,small_airport,no,52.045417,-95.46617
High Prairie Airport,ZHP,CA,CA-AB,High Prairie,small_airport,no,55.3936,-116.474998
Corazón de Jesús Airport,CZJ,PA,PA-GY,Tupile,small_airport,no,9.44686,-78.575678
Jenpeg Airport,ZJG,CA,CA-MB,Jenpeg,medium_airport,no,54.51890182495117,-98.0460968017578
Swan River Airport,ZJN,CA,CA-MB,Swan River,medium_airport,no,52.120602,-101.236
Kashechewan Airport,ZKE,CA,CA-ON,Kashechewan,small_airport,yes,52.282501,-81.677803
Thicket Portage Airport,YTD,CA,CA-MB,Thicket Portage,medium_airport,no,55.31890106201172,-97.70780181884766
Muskrat Dam Airport,MSA,CA,CA-ON,Muskrat Dam,small_airport,yes,53.441399,-91.762802
South Cariboo Region / 108 Mile Airport,ZMH,CA,CA-BC,108 Mile,small_airport,no,51.736099243199995,-121.333000183
Pikwitonei Airport,PIW,CA,CA-MB,Pikwitonei,medium_airport,no,55.58890151977539,-97.16419982910156
Masset Airport,ZMT,CA,CA-BC,Masset,medium_airport,yes,54.0275,-132.125
Chisana Airport,CZN,US,US-AK,Chisana,small_airport,no,62.071201,-142.048004
Poplar River Airport,XPP,CA,CA-MB,Poplar River,small_airport,no,52.996526,-97.274194
Chistochina Airport,CZO,US,US-AK,Chistochina,small_airport,no,62.5634994507,-144.669006348
Sachigo Lake Airport,ZPB,CA,CA-ON,Sachigo Lake,small_airport,yes,53.890885,-92.195935
Pincher Creek Airport,WPC,CA,CA-AB,Pincher Creek,medium_airport,no,49.520429,-113.997002
Pinehouse Lake Airport,ZPO,CA,CA-SK,Pinehouse Lake,small_airport,no,55.5280990601,-106.582000732
Round Lake (Weagamow Lake) Airport,ZRJ,CA,CA-ON,Round Lake,small_airport,yes,52.9436,-91.312798
Sandy Lake Airport,ZSJ,CA,CA-ON,Sandy Lake,medium_airport,yes,53.06420135498047,-93.34439849853516
South Indian Lake Airport,XSI,CA,CA-MB,South Indian Lake,small_airport,yes,56.792801,-98.907204
Stewart Airport,ZST,CA,CA-BC,Stewart,medium_airport,no,55.935410448,-129.982434511
Prince Rupert/Seal Cove Seaplane Base,ZSW,CA,CA-BC,Prince Rupert,seaplane_base,no,54.333302,-130.283005
Bloodvein River Airport,YDV,CA,CA-MB,Bloodvein River,small_airport,yes,51.784568,-96.692305
Shamattawa Airport,ZTM,CA,CA-MB,Shamattawa,small_airport,yes,55.86356,-92.081137
Ignace Municipal Airport,ZUC,CA,CA-ON,Ignace,medium_airport,no,49.428204,-91.720418
Churchill Falls Airport,ZUM,CA,CA-NL,Churchill Falls,small_airport,yes,53.5619010925293,-64.10639953613281
Lac Brochet Airport,XLB,CA,CA-MB,Lac Brochet,small_airport,yes,58.614279,-101.468954
Wollaston Lake Airport,ZWL,CA,CA-SK,Wollaston Lake,small_airport,yes,58.106899,-103.171997
Canandaigua Airport,IUA,US,US-NY,Ontario County IDA,small_airport,no,42.908902,-77.325226
Delta Junction Airport,DJN,US,US-AK,Delta Junction,small_airport,no,64.049861,-145.722656
Mostaganem Airport,MQV,DZ,DZ-27,Sayada,small_airport,no,35.90518,0.144539
Bou Saada Airport,BUJ,DZ,DZ-28,Ouled Sidi Brahim,medium_airport,no,35.3325,4.20639
Soummam–Abane Ramdane Airport,BJA,DZ,DZ-06,Béjaïa,large_airport,yes,36.712547,5.069909
Houari Boumediene Airport,ALG,DZ,DZ-16,Algiers,large_airport,yes,36.693886,3.214531
Tiska Djanet Airport,DJG,DZ,DZ-56,Djanet,large_airport,yes,24.285448,9.463652
Illizi Takhamalt Airport,VVZ,DZ,DZ-33,Illizi,medium_airport,yes,26.723499,8.62265
Ain Arnat Airport,QSF,DZ,DZ-19,Sétif,medium_airport,yes,36.178488,5.329909
Aguenar – Hadj Bey Akhamok Airport,TMR,DZ,DZ-11,Tamanrasset,large_airport,yes,22.810992,5.450832
Jijel Ferhat Abbas Airport,GJL,DZ,DZ-18,Tahir,large_airport,yes,36.794125,5.873652
Mecheria Airport,MZW,DZ,DZ-45,Mecheria,medium_airport,no,33.535900116,-0.242353007197
Annaba Rabah Bitat Airport,AAE,DZ,DZ-23,Annaba,large_airport,yes,36.826781,7.81334
Mohamed Boudiaf International Airport,CZL,DZ,DZ-25,Constantine,large_airport,yes,36.276001,6.62039
Cheikh Larbi Tébessi Airport,TEE,DZ,DZ-12,Tébessi,medium_airport,yes,35.4315986633,8.12071990967
Batna Mostefa Ben Boulaid Airport,BLJ,DZ,DZ-05,Batna,large_airport,yes,35.752102,6.30859
Daup Airport,DAF,PG,PG-MPM,,small_airport,no,-4.7403,145.9515
Hassi R'Mel Airport,HRM,DZ,DZ-03,Hassi R'Mel,medium_airport,no,32.930401,3.31154
Dathina Airport,DAH,YE,YE-AB,Dathina,small_airport,no,13.866884,46.133473
Dabo Airport,DAO,PG,PG-NPP,,small_airport,no,-8.431944444440001,147.843055556
Abdelhafid Boussouf Bou Chekif Airport,TID,DZ,DZ-14,Tiaret,medium_airport,no,35.341099,1.46315
Tindouf Airport,TIN,DZ,DZ-37,Tindouf,medium_airport,yes,27.7003993988,-8.167099952700001
Chlef Aboubakr Belkaid International Airport,CFK,DZ,DZ-02,Chlef,large_airport,yes,36.216614,1.341114
Oran Tafraoui Airport,TAF,DZ,DZ-31,Tafraoui,medium_airport,no,35.5424,-0.532278
Zenata – Messali El Hadj Airport,TLM,DZ,DZ-13,Zenata,large_airport,yes,35.012732,-1.457117
Oran Es-Sénia (Ahmed Ben Bella) International Airport,ORN,DZ,DZ-31,Es-Sénia,large_airport,yes,35.620648,-0.622486
Béchar Boudghene Ben Ali Lotfi Airport,CBH,DZ,DZ-08,Béchar,medium_airport,yes,31.64570045471191,-2.269860029220581
Sidi Bel Abbes Airport,BFW,DZ,DZ-22,Sidi Bel Abbès,small_airport,no,35.1717987061,-0.593275010586
Ghriss Airport,MUW,DZ,DZ-29,Ghriss,medium_airport,no,35.207699,0.147142
El Bayadh Airport,EBH,DZ,DZ-32,El Bayadh,small_airport,no,33.721667,1.0925
In Guezzam Airport,INF,DZ,DZ-58,In Guezzam,small_airport,no,19.560518,5.749326
Bordj Badji Mokhtar Airport,BMW,DZ,DZ-52,Bordj Badji Mokhtar,small_airport,yes,21.3778,0.92698
Touat-Cheikh Sidi Mohamed Belkebir Airport,AZR,DZ,DZ-01,Adrar,medium_airport,yes,27.837601,-0.186414
Biskra - Mohamed Khider Airport,BSK,DZ,DZ-07,Biskra,large_airport,yes,34.79318,5.738899
El Golea Airport,ELG,DZ,DZ-50,El Menia,medium_airport,yes,30.580732,2.861595
Noumérat - Moufdi Zakaria Airport,GHA,DZ,DZ-47,El Atteuf,medium_airport,yes,32.384102,3.79411
Hassi Messaoud-Oued Irara Krim Belkacem Airport,HME,DZ,DZ-30,Hassi Messaoud,medium_airport,yes,31.673,6.14044
In Salah Airport,INZ,DZ,DZ-57,In Salah,medium_airport,yes,27.250999,2.51202
Touggourt Sidi Madhi Airport,TGR,DZ,DZ-55,Touggourt,medium_airport,yes,33.067799,6.08867
Laghouat - Molay Ahmed Medeghri Airport,LOO,DZ,DZ-03,Laghouat,medium_airport,no,33.7644,2.92834
Guemar Airport - مطار قمار بالوادي,ELU,DZ,DZ-39,Guemar,medium_airport,yes,33.511398,6.77679
Timimoun Airport,TMX,DZ,DZ-54,Timimoun,medium_airport,yes,29.237101,0.276033
Ain Beida Airport,OGX,DZ,DZ-30,Ouargla,medium_airport,yes,31.9172,5.41278
Zarzaitine - In Aménas Airport,IAM,DZ,DZ-33,In Aménas,medium_airport,yes,28.0515,9.64291
Cotonou Cadjehoun International Airport,COO,BJ,BJ-AQ,Cotonou,large_airport,yes,6.35723,2.38435
Djougou Airport,DJA,BJ,BJ-DO,Djougou,small_airport,no,9.69208333333,1.63777777778
Kandi Airport,KDC,BJ,BJ-AL,Kandi,small_airport,no,11.14479,2.940381
Natitingou Airport,NAE,BJ,BJ-AK,Natitingou,small_airport,no,10.376965,1.360507
Parakou Airport,PKO,BJ,BJ-BO,Parakou,small_airport,no,9.35768985748291,2.609679937362671
Savé Airport,SVF,BJ,BJ-CO,Savé,small_airport,no,8.018170356750488,2.4645800590515137
Dutch Bay SPB,DBK,LK,LK-6,Kalpitiya Island,seaplane_base,no,8.273,79.756
Dambulu Oya Tank Seaplane Base,DBU,LK,LK-2,Dambulla,seaplane_base,no,7.8604,80.6304
Dahl Creek Airport,DCK,US,US-AK,Dahl Creek,small_airport,no,66.943298,-156.904999
Dodoima Airport,DDM,PG,PG-NPP,,small_airport,no,-8.17736111111,147.809444444
Deqing Moganshan Airport,DEQ,CN,CN-33,Huzhou,small_airport,no,30.504264,120.107388
Nop Goliat Dekai Airport,DEX,ID,ID-PP,Dekai,small_airport,yes,-4.8557,139.482006
Kaya Airport,XKY,BF,BF-SMT,Kaya,small_airport,no,13.067,-1.1
Ouahigouya Airport,OUG,BF,BF-YAT,Ouahigouya,small_airport,no,13.655287,-2.322067
Djibo Airport,XDJ,BF,BF-SOM,Djibo,small_airport,no,14.125,-1.624722
Leo Airport,XLU,BF,BF-SIS,Leo,small_airport,no,11.1,-2.1
Po Airport,PUP,BF,BF-NAO,Po,small_airport,no,11.179139,-1.148472
Boulsa Airport,XBO,BF,BF-NAM,Boulsa,small_airport,no,12.65,-0.567
Bogande Airport,XBG,BF,BF-GNA,Bogande,small_airport,no,12.983,-0.167
Diapaga Airport,DIP,BF,BF-TAP,Diapaga,small_airport,no,12.060324,1.784631
Dori Airport,DOR,BF,BF-SEN,Dori,small_airport,no,14.021638,-0.068207
Fada N'gourma Airport,FNG,BF,BF-GOU,Fada N'gourma,small_airport,no,12.033,0.35
Gorom-Gorom Airport,XGG,BF,BF-OUD,Gorom-Gorom,small_airport,no,14.454174,-0.218644
Kantchari Airport,XKA,BF,BF-TAP,Kantchari,small_airport,no,12.464046,1.492939
Tambao Airport,TMQ,BF,BF-OUD,Tambao,small_airport,no,14.790874,0.039492
Pama Airport,XPA,BF,BF-KMP,Pama,small_airport,no,11.25,0.7
Arly Airport,ARL,BF,BF-TAP,Arly,small_airport,no,11.597,1.483
Sebba Airport,XSE,BF,BF-SEN,Sebba,small_airport,no,13.45,0.517
Tenkodogo Airport,TEG,BF,BF-BLG,Tenkodogo,small_airport,no,11.801149,-0.371377
Zabré Airport,XZA,BF,BF-BLG,Zabré,small_airport,no,11.167,-0.617
Ouagadougou Thomas Sankara International Airport,OUA,BF,BF-KAD,Ouagadougou,large_airport,yes,12.3532,-1.51242
Banfora Airport,BNR,BF,BF-COM,Banfora,small_airport,no,10.688861,-4.727726
Dedougou Airport,DGU,BF,BF-MOU,Dedougou,small_airport,no,12.459,-3.49
Gaoua Airport,XGA,BF,BF-PON,Gaoua,small_airport,no,10.384059,-3.163454
Nouna Airport,XNU,BF,BF-KOS,Nouna,small_airport,no,12.75,-3.867000103
Bobo Dioulasso Airport,BOY,BF,BF-HOU,Bobo Dioulasso,large_airport,yes,11.1601,-4.33097
Tougan Airport,TUQ,BF,BF-SOR,Tougan,small_airport,no,13.059091,-3.077291
Diebougou Airport,XDE,BF,BF-BGR,Diebougou,small_airport,no,10.95,-3.25
Aribinda Airport,XAR,BF,BF-SOM,Aribinda,small_airport,no,14.2170000076,-0.883000016212
Kotoka International Airport,ACC,GH,GH-AA,Accra,large_airport,yes,5.605189800262451,-0.1667860001325607
Yakubu Tali International Airport,TML,GH,GH-NP,Tamale,large_airport,yes,9.553909,-0.86606
Wa Airport,WZA,GH,GH-UW,Wa,small_airport,no,10.0827,-2.50769
Dandugama Seaplane Base,DGM,LK,LK-1,Colombo,seaplane_base,no,7.1079,79.8721
Prempeh I International Airport,KMS,GH,GH-AH,Kumasi,large_airport,yes,6.71456,-1.59082
Sunyani Airport,NYI,GH,GH-BO,Sunyani,medium_airport,yes,7.36183,-2.32876
Takoradi Airport,TKD,GH,GH-WP,Sekondi-Takoradi,medium_airport,yes,4.896059989929199,-1.7747600078582764
Deer Harbor SPB,DHB,US,US-WA,Deer Harbor,seaplane_base,yes,48.616667,-123.002778
Dalnegorsk Airport,DHG,RU,RU-PRI,Dalnegorsk,small_airport,no,44.558748,135.490005
Ad-Dali Airport,DHL,YE,YE-DA,Ad-Dali,small_airport,no,13.73846,44.72719
Aboisso Airport,ABO,CI,CI-CM,Aboisso,small_airport,no,5.461944,-3.234722
Félix-Houphouët-Boigny International Airport,ABJ,CI,CI-AB,Abidjan,large_airport,yes,5.26139,-3.92629
Abengourou Airport,OGO,CI,CI-CM,Abengourou,small_airport,no,6.71556,-3.47028
Boundiali Airport,BXI,CI,CI-SV,Boundiali,small_airport,no,9.540571,-6.469831
Bouaké Airport,BYK,CI,CI-VB,Bouaké,medium_airport,yes,7.7388,-5.07367
Bouna Airport,BQO,CI,CI-ZZ,Bouna,small_airport,no,9.255556,-3.033333
Soko Airport,BDK,CI,CI-ZZ,Bondoukou,small_airport,no,8.01722,-2.76194
Dimbokro Airport,DIM,CI,CI-LC,Dimbokro,small_airport,no,6.65167,-4.64056
Daloa Airport,DJO,CI,CI-SM,,medium_airport,no,6.79281,-6.47319
Gagnoa Airport,GGN,CI,CI-SM,Gagnoa,small_airport,no,6.102855,-5.986809
Guiglo Airport,GGO,CI,CI-MG,Guiglo,small_airport,no,6.534711,-7.526847
Nero-Mer Airport,BBV,CI,CI-BS,Grand-Béréby,small_airport,no,4.64341306686,-6.923961639400001
Korhogo Airport,HGO,CI,CI-SV,Korhogo,medium_airport,yes,9.38718,-5.55666
Man Airport,MJC,CI,CI-MG,,medium_airport,no,7.27207,-7.58736
Odienne Airport,KEO,CI,CI-DN,Odienne,small_airport,no,9.539457,-7.56134
Ouango Fitini Airport,OFI,CI,CI-ZZ,Ouango Fitini,small_airport,no,9.6,-4.05
Séguéla Airport,SEO,CI,CI-WR,Séguéla,small_airport,no,7.96,-6.644167
San Pedro Airport,SPY,CI,CI-BS,,medium_airport,yes,4.74672,-6.66082
Sassandra Airport,ZSS,CI,CI-BS,Sassandra,small_airport,no,4.928888,-6.133156
Tabou Airport,TXU,CI,CI-BS,Tabou,small_airport,no,4.437809467315674,-7.362728118896484
Mahana Airport,TOZ,CI,CI-WR,Touba,small_airport,no,8.2934,-7.674
Mawella Lagoon Seaplane Base,DIW,LK,LK-3,Dickwella,seaplane_base,no,5.990192,80.733129
